,Name,Performance Year,Basic EPS Based On Continuous operations,Basic EPS Based On Including Extra-Ordinary Income,Basic EPS (restated) Based On Continuous operations,Basic EPS (restated) Based On Including Extra-Ordinary Income,Net Asset Value Per Share,Restated Net Asset Value Per Share,Net Profit After Tax Continuous operations (mn),Net Profit After Tax Including Extra-Ordinary Income (mn),% Dividend,% Dividend Yield,% Cash Dividend,% Bonus Dividend,EPS,NAV,Price,Price Vs EPS Correlation,Price Vs NAV Correlation,Efficient(EPS),Efficient(NAV)
371,MARICO BANGLADESH LIMITED,2021,98.69,0,0.0,0,51.95,0.0,3108.68,0,900%C,4.33,900.0,0.0,98.69,51.95,2078.521939953811,0.8859972771810019,0.667777452893083,Yes,Yes
372,MARICO BANGLADESH LIMITED,2022,112.82,0,0.0,0,85.37,0.0,3553.86,0,800%C,3.4,800.0,0.0,112.82,85.37,2352.9411764705883,0.8859972771810019,0.667777452893083,Yes,Yes
373,MARICO BANGLADESH LIMITED,2023,122.93,0,0.0,0,113.85,0.0,3872.41,0,750%C,3.15,750.0,0.0,122.93,113.85,2380.952380952381,0.8859972771810019,0.667777452893083,Yes,Yes
374,MARICO BANGLADESH LIMITED,2024,146.23,0,0.0,0,260.64,0.0,4606.32,0,200%C,0.82,200.0,0.0,146.23,260.64,2439.0243902439024,0.8859972771810019,0.667777452893083,Yes,Yes
375,MATIN SPINNING MILLS PLC,2020,2.16,0,0.0,0,49.29,0.0,210.21,0,18%C,5.49,18.0,0.0,2.16,49.29,32.78688524590164,0.5843780998401794,0.8495461834862633,Yes,Yes
376,MATIN SPINNING MILLS PLC,2021,6.31,0,0.0,0,53.84,0.0,615.48,0,40%C,7.5,40.0,0.0,6.31,53.84,53.333333333333336,0.5843780998401794,0.8495461834862633,Yes,Yes
377,MATIN SPINNING MILLS PLC,2022,10.79,0,0.0,0,60.63,0.0,1051.76,0,50%C,7.35,50.0,0.0,10.79,60.63,68.02721088435374,0.5843780998401794,0.8495461834862633,Yes,Yes
378,MATIN SPINNING MILLS PLC,2023,4.38,0,0.0,0,60.04,0.0,427.14,0,40%C,5.15,40.0,0.0,4.38,60.04,77.66990291262135,0.5843780998401794,0.8495461834862633,Yes,Yes
379,MATIN SPINNING MILLS PLC,2024,2.04,0,0.0,0,57.68,0.0,198.93,0,50%C,11.06,50.0,0.0,2.04,57.68,45.20795660036166,0.5843780998401794,0.8495461834862633,Yes,Yes
380,MEGHNA PETROLEUM LIMITED,2020,28.45,0,0.0,0,148.21,0.0,3079.18,0,150%C,9.51,150.0,0.0,28.45,148.21,157.72870662460568,0.5137567817689496,0.6856675503768698,Yes,Yes
381,MEGHNA PETROLEUM LIMITED,2021,26.07,0,0.0,0,159.9,0.0,2821.41,0,150%C,8.21,150.0,0.0,26.07,159.9,182.70401948842874,0.5137567817689496,0.6856675503768698,Yes,Yes
382,MEGHNA PETROLEUM LIMITED,2022,29.25,0,0.0,0,174.15,0.0,3165.35,0,150%C,7.4,150.0,0.0,29.25,174.15,202.70270270270268,0.5137567817689496,0.6856675503768698,Yes,Yes
383,MEGHNA PETROLEUM LIMITED,2023,40.86,0,0.0,0,200.01,0.0,4421.4,0,160%C,7.83,160.0,0.0,40.86,200.01,204.34227330779055,0.5137567817689496,0.6856675503768698,Yes,Yes
384,MEGHNA PETROLEUM LIMITED,2024,50.11,0,0.0,0,234.12,0.0,5422.97,0,170%C,8.58,170.0,0.0,50.11,234.12,198.13519813519812,0.5137567817689496,0.6856675503768698,Yes,Yes
385,MJL BANGLADESH PLC,2020,5.52,0,0.0,0,36.66,0.0,1845.36,0,45%C,6.96,45.0,0.0,5.52,36.66,64.65517241379311,0.3975722518239305,0.34969267066815274,Yes,Yes
386,MJL BANGLADESH PLC,2021,7.53,0,0.0,0,39.69,0.0,2385.33,0,55%C,6.61,55.0,0.0,7.53,39.69,83.2072617246596,0.3975722518239305,0.34969267066815274,Yes,Yes
387,MJL BANGLADESH PLC,2022,6.36,0,0.0,0,40.55,0.0,1883.08,0,50%C,5.45,50.0,0.0,6.36,40.55,91.74311926605505,0.3975722518239305,0.34969267066815274,Yes,Yes
388,MJL BANGLADESH PLC,2023,8.73,0,0.0,0,44.27,0.0,2769.0,0,50%C,5.82,50.0,0.0,8.73,44.27,85.91065292096219,0.3975722518239305,0.34969267066815274,Yes,Yes
389,MJL BANGLADESH PLC,2024,8.71,0,0.0,0,48.03,0.0,2766.32,0,52%C,6.62,52.0,0.0,8.71,48.03,78.54984894259819,0.3975722518239305,0.34969267066815274,Yes,Yes
390,MONNO CERAMIC INDUSTRIES LTD.,2020,0.5,0,0.0,0,59.5,0.0,18.1,0,"5%C,5%B",0.39,5.0,5.0,0.475,56.525,121.79487179487178,0.2737932352523551,-0.6583317648146597,Yes,No
391,MONNO CERAMIC INDUSTRIES LTD.,2021,0.9,0,0.0,0,57.37,0.0,33.91,0,10%C,0.85,10.0,0.0,0.9,57.37,117.64705882352942,0.2737932352523551,-0.6583317648146597,Yes,No
392,MONNO CERAMIC INDUSTRIES LTD.,2022,1.03,0,0.0,0,83.01,0.0,38.93,0,10%C,0.97,10.0,0.0,1.03,83.01,103.09278350515466,0.2737932352523551,-0.6583317648146597,Yes,No
393,MONNO CERAMIC INDUSTRIES LTD.,2023,2.91,0,0.0,0,80.29,0.0,109.67,0,10%C,0.89,10.0,0.0,2.91,80.29,112.35955056179776,0.2737932352523551,-0.6583317648146597,Yes,No
394,MONNO CERAMIC INDUSTRIES LTD.,2024,0.39,0,0.0,0,79.99,0.0,14.65,0,1%C,0.13,1.0,0.0,0.39,79.99,76.92307692307693,0.2737932352523551,-0.6583317648146597,Yes,No
395,MONOSPOOL BANGLADESH PLC,2020,5.56,0,0.0,0,125.61,0.0,16.94,0,"9%C,5%B",1.78,9.0,5.0,5.282,119.3295,48.03370786516853,0.469194359592407,-0.5957692639950583,Yes,No
396,MONOSPOOL BANGLADESH PLC,2021,1.23,0,0.0,0,40.43,0.0,11.51,0,10%C,0.62,10.0,0.0,1.23,40.43,161.29032258064518,0.469194359592407,-0.5957692639950583,Yes,No
397,MONOSPOOL BANGLADESH PLC,2022,5.45,0,0.0,0,44.88,0.0,51.16,0,10%C,0.59,10.0,0.0,5.45,44.88,169.49152542372883,0.469194359592407,-0.5957692639950583,Yes,No
398,MONOSPOOL BANGLADESH PLC,2023,8.27,0,0.0,0,52.17,0.0,77.65,0,"15%C,10%B",0.34,15.0,10.0,7.443,46.953,397.0588235294117,0.469194359592407,-0.5957692639950583,Yes,No
399,MONOSPOOL BANGLADESH PLC,2024,2.98,0,0.0,0,42.49,0.0,101.77,0,12%C,0.63,12.0,0.0,2.98,42.49,190.47619047619045,0.469194359592407,-0.5957692639950583,Yes,No
400,MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,2020,-1.19,0,0.0,0,14.01,0.0,-119.84,0,1%C,1.28,1.0,0.0,-1.19,14.01,7.8125,0.7761802666776964,0.7617420687915124,Yes,Yes
401,MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,2021,0.52,0,0.0,0,18.16,0.0,52.43,0,3%C,1.6,3.0,0.0,0.52,18.16,18.749999999999996,0.7761802666776964,0.7617420687915124,Yes,Yes
402,MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,2022,1.92,0,0.0,0,19.9,0.0,193.95,0,6%C,2.05,6.0,0.0,1.92,19.9,29.268292682926834,0.7761802666776964,0.7617420687915124,Yes,Yes
403,MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,2023,0.22,0,0.0,0,19.29,0.0,22.66,0,2%C,0.75,2.0,0.0,0.22,19.29,26.666666666666668,0.7761802666776964,0.7617420687915124,Yes,Yes
404,MOZAFFAR HOSSAIN SPINNING MILLS LIMITED,2024,0.82,0,0.0,0,19.99,0.0,82.62,0,3%C,1.96,3.0,0.0,0.82,19.99,15.306122448979592,0.7761802666776964,0.7617420687915124,Yes,Yes
405,NAHEE ALUMINUM COMPOSITE PANEL PLC.,2020,2.47,0,0.0,0,17.09,0.0,157.97,0,"8%C,7%B",1.7,8.0,7.0,2.2971000000000004,15.893699999999999,43.76470588235294,0.3289476757965914,0.2876577781450637,Yes,Yes
406,NAHEE ALUMINUM COMPOSITE PANEL PLC.,2021,2.15,0,0.0,0,17.38,0.0,146.98,0,10%C,2.25,10.0,0.0,2.15,17.38,44.44444444444444,0.3289476757965914,0.2876577781450637,Yes,Yes
407,NAHEE ALUMINUM COMPOSITE PANEL PLC.,2022,2.88,0,0.0,0,19.26,0.0,196.77,0,10%C,1.5,10.0,0.0,2.88,19.26,66.66666666666666,0.3289476757965914,0.2876577781450637,Yes,Yes
408,NAHEE ALUMINUM COMPOSITE PANEL PLC.,2023,0.8,0,0.0,0,19.06,0.0,54.07,0,2.5%C,0.39,2.5,0.0,0.8,19.06,64.1025641025641,0.3289476757965914,0.2876577781450637,Yes,Yes
409,NAHEE ALUMINUM COMPOSITE PANEL PLC.,2024,0.68,0,0.0,0,19.48,0.0,46.32,0,4%C,1.24,4.0,0.0,0.68,19.48,32.25806451612904,0.3289476757965914,0.2876577781450637,Yes,Yes
410,NATIONAL CREDIT AND COMMERCE BANK PLC.,2020,2.36,0,0.0,0,22.15,0.0,2233.88,0,"7.5%C,7.5%B",5.68,7.5,7.5,2.183,20.48875,12.213908450704228,0.7684311987954422,-0.8308130088549951,Yes,No
411,NATIONAL CREDIT AND COMMERCE BANK PLC.,2021,2.46,0,0.0,0,21.95,0.0,2504.7,0,"12%C,4%B",7.84,12.0,4.0,2.3616,21.072,14.693877551020407,0.7684311987954422,-0.8308130088549951,Yes,No
412,NATIONAL CREDIT AND COMMERCE BANK PLC.,2022,2.44,0,0.0,0,16.73,0.0,1933.29,0,"7.5%C,4.5%B",4.26,7.5,4.5,2.3302,15.97715,16.813380281690144,0.7684311987954422,-0.8308130088549951,Yes,No
413,NATIONAL CREDIT AND COMMERCE BANK PLC.,2023,2.07,0,0.0,0,21.82,0.0,2297.69,0,12%C,9.02,12.0,0.0,2.07,21.82,13.303769401330376,0.7684311987954422,-0.8308130088549951,Yes,No
414,NATIONAL CREDIT AND COMMERCE BANK PLC.,2024,2.1,0,0.0,0,22.37,0.0,2326.78,0,13%C,12.04,13.0,0.0,2.1,22.37,10.797342192691032,0.7684311987954422,-0.8308130088549951,Yes,No
415,NATIONAL POLYMER INDUSTRIES PLC,2020,4.12,0,0.0,0,35.87,0.0,150.26,0,15%C,2.65,15.0,0.0,4.12,35.87,56.60377358490566,0.5711979682826247,0.2621259980855481,Yes,Yes
416,NATIONAL POLYMER INDUSTRIES PLC,2021,2.82,0,0.0,0,30.49,0.0,182.36,0,10%C,1.74,10.0,0.0,2.82,30.49,57.47126436781609,0.5711979682826247,0.2621259980855481,Yes,Yes
417,NATIONAL POLYMER INDUSTRIES PLC,2022,2.92,0,0.0,0,28.62,0.0,213.13,0,10.5%C,1.97,10.5,0.0,2.92,28.62,53.299492385786806,0.5711979682826247,0.2621259980855481,Yes,Yes
418,NATIONAL POLYMER INDUSTRIES PLC,2023,2.09,0,0.0,0,29.71,0.0,152.59,0,10.5%C,2.03,10.5,0.0,2.09,29.71,51.724137931034484,0.5711979682826247,0.2621259980855481,Yes,Yes
419,NATIONAL POLYMER INDUSTRIES PLC,2024,2.27,0,0.0,0,30.63,0.0,165.94,0,10.5%C,2.69,10.5,0.0,2.27,30.63,39.033457249070636,0.5711979682826247,0.2621259980855481,Yes,Yes
420,NAVANA CNG LIMITED,2020,0.9,0,0.0,0,35.63,0.0,61.87,0,10%C,3.03,10.0,0.0,0.9,35.63,33.003300330033,-0.377105571652691,-0.38649376965753246,No,No
421,NAVANA CNG LIMITED,2021,0.22,0,0.0,0,35.28,0.0,14.92,0,"5%C,5%B",0.5,5.0,5.0,0.209,33.516,95.0,-0.377105571652691,-0.38649376965753246,No,No
422,NAVANA CNG LIMITED,2022,0.16,0,0.0,0,33.49,0.0,11.19,0,"5%C, 5%B",1.62,5.0,5.0,0.152,31.8155,29.320987654320984,-0.377105571652691,-0.38649376965753246,No,No
423,NAVANA CNG LIMITED,2023,0.13,0,0.0,0,31.75,0.0,10.09,0,10%C,3.69,10.0,0.0,0.13,31.75,27.10027100271003,-0.377105571652691,-0.38649376965753246,No,No
424,NAVANA CNG LIMITED,2024,0.09,0,0.0,0,31.27,0.0,6.97,0,10%C,0.46,10.0,0.0,0.09,31.27,217.39130434782606,-0.377105571652691,-0.38649376965753246,No,No
425,OLYMPIC INDUSTRIES PLC.,2020,10.13,0,0.0,0,41.22,0.0,2024.95,0,52%C,3.46,52.0,0.0,10.13,41.22,150.28901734104048,0.6498850595785887,-0.34316473848636697,Yes,No
426,OLYMPIC INDUSTRIES PLC.,2021,10.19,0,0.0,0,46.21,0.0,2037.36,0,54%C,3.18,54.0,0.0,10.19,46.21,169.81132075471697,0.6498850595785887,-0.34316473848636697,Yes,No
427,OLYMPIC INDUSTRIES PLC.,2022,6.03,0,0.0,0,46.84,0.0,1205.15,0,45%C,3.63,45.0,0.0,6.03,46.84,123.96694214876034,0.6498850595785887,-0.34316473848636697,Yes,No
428,OLYMPIC INDUSTRIES PLC.,2023,7.78,0,0.0,0,50.12,0.0,1556.24,0,60%C,3.9,60.0,0.0,7.78,50.12,153.84615384615387,0.6498850595785887,-0.34316473848636697,Yes,No
429,OLYMPIC INDUSTRIES PLC.,2024,9.17,0,0.0,0,53.29,0.0,1834.06,0,10%C,0.77,10.0,0.0,9.17,53.29,129.87012987012986,0.6498850595785887,-0.34316473848636697,Yes,No
430,ORION INFUSION LIMITED,2020,1.46,0,0.0,0,12.66,0.0,29.7,0,10%C,1.39,10.0,0.0,1.46,12.66,71.94244604316548,0.6402775911073074,0.8679694856585453,Yes,Yes
431,ORION INFUSION LIMITED,2021,1.37,0,0.0,0,13.1,0.0,27.88,0,10%C,1.46,10.0,0.0,1.37,13.1,68.4931506849315,0.6402775911073074,0.8679694856585453,Yes,Yes
432,ORION INFUSION LIMITED,2022,2.1,0,0.0,0,14.22,0.0,42.82,0,20%C,2.29,20.0,0.0,2.1,14.22,87.33624454148472,0.6402775911073074,0.8679694856585453,Yes,Yes
433,ORION INFUSION LIMITED,2023,2.06,0,0.0,0,14.32,0.0,41.9,0,10%C,0.32,10.0,0.0,2.06,14.32,312.5,0.6402775911073074,0.8679694856585453,Yes,Yes
434,ORION INFUSION LIMITED,2024,2.08,0,0.0,0,15.45,0.0,42.33,0,12%C,0.25,12.0,0.0,2.08,15.45,480.0,0.6402775911073074,0.8679694856585453,Yes,Yes
435,ORION PHARMA LIMITED,2020,2.84,0,0.0,0,76.77,0.0,665.69,0,10%C,2.38,10.0,0.0,2.84,76.77,42.016806722689076,-0.05181218765261935,0.6068221043766137,No,Yes
436,ORION PHARMA LIMITED,2021,4.01,0,0.0,0,79.76,0.0,939.06,0,12%C,2.23,12.0,0.0,4.01,79.76,53.81165919282511,-0.05181218765261935,0.6068221043766137,No,Yes
437,ORION PHARMA LIMITED,2022,3.62,0,0.0,0,82.53,0.0,846.08,0,10%C,1.14,10.0,0.0,3.62,82.53,87.71929824561404,-0.05181218765261935,0.6068221043766137,No,Yes
438,ORION PHARMA LIMITED,2023,2.74,0,0.0,0,88.99,0.0,640.94,0,10%C,1.26,10.0,0.0,2.74,88.99,79.36507936507937,-0.05181218765261935,0.6068221043766137,No,Yes
439,ORION PHARMA LIMITED,2024,1.36,0,0.0,0,92.05,0.0,318.12,0,10%C,1.44,10.0,0.0,1.36,92.05,69.44444444444444,-0.05181218765261935,0.6068221043766137,No,Yes
440,PADMA OIL PLC.,2020,27.79,0,0.0,0,157.64,0.0,2729.64,0,125%C,7.52,125.0,0.0,27.79,157.64,166.22340425531917,-0.26357750382888756,0.10240647813584308,No,Yes
441,PADMA OIL PLC.,2021,23.27,0,0.0,0,168.41,0.0,2286.03,0,125%C,6.13,125.0,0.0,23.27,168.41,203.9151712887439,-0.26357750382888756,0.10240647813584308,No,Yes
442,PADMA OIL PLC.,2022,24.47,0,0.0,0,180.38,0.0,2403.8,0,125%C,5.84,125.0,0.0,24.47,180.38,214.04109589041096,-0.26357750382888756,0.10240647813584308,No,Yes
443,PADMA OIL PLC.,2023,35.58,0,0.0,0,203.46,0.0,3495.29,0,135%C,6.47,135.0,0.0,35.58,203.46,208.6553323029366,-0.26357750382888756,0.10240647813584308,No,Yes
444,PADMA OIL PLC.,2024,41.59,0,0.0,0,231.56,0.0,4085.89,0,140%C,7.65,140.0,0.0,41.59,231.56,183.00653594771242,-0.26357750382888756,0.10240647813584308,No,Yes
445,PARAMOUNT TEXTILE PLC.,2020,4.46,0,0.0,0,24.26,0.0,658.81,0,"15%C,5%B",3.07,15.0,5.0,4.237,23.047,46.416938110749186,0.7535130612294544,0.6021836252256478,Yes,Yes
446,PARAMOUNT TEXTILE PLC.,2021,4.27,0,0.0,0,27.24,0.0,661.89,0,"20%C,5%B",3.69,20.0,5.0,4.0565,25.878,51.490514905149055,0.7535130612294544,0.6021836252256478,Yes,Yes
447,PARAMOUNT TEXTILE PLC.,2022,4.67,0,0.0,0,29.6,0.0,760.01,0,10%C,4.26,10.0,0.0,4.67,29.6,23.474178403755868,0.7535130612294544,0.6021836252256478,Yes,Yes
448,PARAMOUNT TEXTILE PLC.,2023,7.51,0,0.0,0,36.1,0.0,1223.58,0,10%C,1.3,10.0,0.0,7.51,36.1,76.92307692307692,0.7535130612294544,0.6021836252256478,Yes,Yes
449,PARAMOUNT TEXTILE PLC.,2024,6.62,0,0.0,0,41.72,0.0,1077.7,0,"5%C,10%B",0.68,5.0,10.0,5.958,37.548,66.17647058823529,0.7535130612294544,0.6021836252256478,Yes,Yes
450,PEOPLES INSURANCE COMPANY LTD.,2020,2.26,0,0.0,0,28.6,0.0,104.42,0,11%C,2.17,11.0,0.0,2.26,28.6,50.69124423963134,-0.5661794989942488,-0.8231582989222294,No,No
451,PEOPLES INSURANCE COMPANY LTD.,2021,2.58,0,0.0,0,30.08,0.0,119.08,0,12.5%C,2.07,12.5,0.0,2.58,30.08,60.38647342995169,-0.5661794989942488,-0.8231582989222294,No,No
452,PEOPLES INSURANCE COMPANY LTD.,2022,2.61,0,0.0,0,31.44,0.0,120.76,0,10.5%C,2.88,10.5,0.0,2.61,31.44,36.458333333333336,-0.5661794989942488,-0.8231582989222294,No,No
453,PEOPLES INSURANCE COMPANY LTD.,2023,2.57,0,0.0,0,32.97,0.0,118.95,0,10%C,2.87,10.0,0.0,2.57,32.97,34.843205574912886,-0.5661794989942488,-0.8231582989222294,No,No
454,PEOPLES INSURANCE COMPANY LTD.,2024,2.84,0,0.0,0,34.81,0.0,131.13,0,10.5%C,3.45,10.5,0.0,2.84,34.81,30.434782608695656,-0.5661794989942488,-0.8231582989222294,No,No
455,PIONEER INSURANCE COMPANY LTD.,2020,7.61,0,0.0,0,49.75,0.0,532.67,0,"20%C,10%B",2.66,20.0,10.0,6.849,44.775,67.66917293233082,0.7562653829445073,-0.3050862367953614,Yes,No
456,PIONEER INSURANCE COMPANY LTD.,2021,7.62,0,0.0,0,48.66,0.0,586.64,0,"25%C,10%B",2.14,25.0,10.0,6.8580000000000005,43.794,105.14018691588785,0.7562653829445073,-0.3050862367953614,Yes,No
457,PIONEER INSURANCE COMPANY LTD.,2022,6.09,0,0.0,0,46.88,0.0,515.43,0,"25%C,5%B",3.5,25.0,5.0,5.7855,44.536,67.85714285714286,0.7562653829445073,-0.3050862367953614,Yes,No
458,PIONEER INSURANCE COMPANY LTD.,2023,5.47,0,0.0,0,47.98,0.0,486.05,0,"20%C,10%B",2.92,20.0,10.0,4.923,43.181999999999995,61.64383561643836,0.7562653829445073,-0.3050862367953614,Yes,No
459,PIONEER INSURANCE COMPANY LTD.,2024,4.79,0,0.0,0,44.65,0.0,468.67,0,25%C,5.15,25.0,0.0,4.79,44.65,48.543689320388346,0.7562653829445073,-0.3050862367953614,Yes,No
460,PRAGATI INSURANCE LIMITED,2020,4.07,0,0.0,0,53.51,0.0,266.98,0,30%C,4.74,30.0,0.0,4.07,53.51,63.291139240506325,0.34451662577745523,0.7308856553299273,Yes,Yes
461,PRAGATI INSURANCE LIMITED,2021,5.72,0,0.0,0,57.32,0.0,357.06,0,35%C,3.83,35.0,0.0,5.72,57.32,91.38381201044386,0.34451662577745523,0.7308856553299273,Yes,Yes
462,PRAGATI INSURANCE LIMITED,2022,5.65,0,0.0,0,59.01,0.0,370.32,0,"25%C,5%B",4.22,25.0,5.0,5.367500000000001,56.0595,56.279620853080566,0.34451662577745523,0.7308856553299273,Yes,Yes
463,PRAGATI INSURANCE LIMITED,2023,5.36,0,0.0,0,58.97,0.0,369.46,0,"20%C,7%B",3.45,20.0,7.0,4.9848,54.8421,53.91304347826087,0.34451662577745523,0.7308856553299273,Yes,Yes
464,PRAGATI INSURANCE LIMITED,2024,5.61,0,0.0,0,57.58,0.0,413.34,0,"20%C,7%B",3.92,20.0,7.0,5.2173,53.5494,47.44897959183673,0.34451662577745523,0.7308856553299273,Yes,Yes
465,PREMIER CEMENT MILLS PLC,2020,2.55,0,0.0,0,49.74,0.0,269.41,0,10%C,1.64,10.0,0.0,2.55,49.74,60.97560975609756,0.8966920209252816,0.42299200209927895,Yes,Yes
466,PREMIER CEMENT MILLS PLC,2021,6.18,0,0.0,0,79.83,0.0,651.91,0,20%C,2.7,20.0,0.0,6.18,79.83,74.07407407407408,0.8966920209252816,0.42299200209927895,Yes,Yes
467,PREMIER CEMENT MILLS PLC,2022,-10.7,0,0.0,0,67.13,0.0,-1128.44,0,10%C,2.14,10.0,0.0,-10.7,67.13,46.728971962616825,0.8966920209252816,0.42299200209927895,Yes,Yes
468,PREMIER CEMENT MILLS PLC,2023,-7.99,0,0.0,0,59.33,0.0,-842.28,0,10%C,1.77,10.0,0.0,-7.99,59.33,56.49717514124294,0.8966920209252816,0.42299200209927895,Yes,Yes
469,PREMIER CEMENT MILLS PLC,2024,7.04,0,0.0,0,65.37,0.0,742.31,0,21.5%C,3.28,21.5,0.0,7.04,65.37,65.54878048780488,0.8966920209252816,0.42299200209927895,Yes,Yes
470,PRIME BANK PLC.,2020,1.61,0,0.0,0,25.15,0.0,1827.94,0,15%C,8.77,15.0,0.0,1.61,25.15,17.103762827822123,0.7651371322220611,0.9997068214527021,Yes,Yes
471,PRIME BANK PLC.,2021,3.15,0,0.0,0,21.44,0.0,3280.87,0,"12.5%C,10%B",8.39,12.5,10.0,2.835,19.296,13.408820023837903,0.7651371322220611,0.9997068214527021,Yes,Yes
472,PRIME BANK PLC.,2022,3.53,0,0.0,0,28.41,0.0,3994.87,0,17.5%C,9.16,17.5,0.0,3.53,28.41,19.104803493449783,0.7651371322220611,0.9997068214527021,Yes,Yes
473,PRIME BANK PLC.,2023,4.24,0,0.0,0,30.76,0.0,4799.38,0,17.5%C,8.45,17.5,0.0,4.24,30.76,20.710059171597635,0.7651371322220611,0.9997068214527021,Yes,Yes
474,PRIME BANK PLC.,2024,6.47,0,0.0,0,34.07,0.0,7322.48,0,"17.5%C,2.5%B",7.61,17.5,2.5,6.30825,33.21825,22.421156373193167,0.7651371322220611,0.9997068214527021,Yes,Yes
475,PRIME INSURANCE COMPANY LTD.,2020,1.31,0,0.0,0,17.62,0.0,53.51,0,10%C,2.03,10.0,0.0,1.31,17.62,49.26108374384237,0.6493314667762252,-0.08199450488760208,Yes,No
476,PRIME INSURANCE COMPANY LTD.,2021,2.01,0,0.0,0,18.63,0.0,82.12,0,15%C,1.84,15.0,0.0,2.01,18.63,81.52173913043478,0.6493314667762252,-0.08199450488760208,Yes,No
477,PRIME INSURANCE COMPANY LTD.,2022,2.38,0,0.0,0,19.51,0.0,97.17,0,10%C,1.21,10.0,0.0,2.38,19.51,82.64462809917356,0.6493314667762252,-0.08199450488760208,Yes,No
478,PRIME INSURANCE COMPANY LTD.,2023,2.43,0,0.0,0,20.93,0.0,99.22,0,12%C,1.34,12.0,0.0,2.43,20.93,89.55223880597015,0.6493314667762252,-0.08199450488760208,Yes,No
479,PRIME INSURANCE COMPANY LTD.,2024,2.05,0,0.0,0,21.79,0.0,83.99,0,10%C,2.57,10.0,0.0,2.05,21.79,38.91050583657588,0.6493314667762252,-0.08199450488760208,Yes,No
480,PUBALI BANK PLC.,2020,3.6,0,0.0,0,37.63,0.0,3706.82,0,12.5%C,5.19,12.5,0.0,3.6,37.63,24.084778420038532,-0.15044583288973318,0.12410506661663039,No,Yes
481,PUBALI BANK PLC.,2021,4.23,0,0.0,0,38.69,0.0,4351.77,0,12.5%C,4.66,12.5,0.0,4.23,38.69,26.824034334763947,-0.15044583288973318,0.12410506661663039,No,Yes
482,PUBALI BANK PLC.,2022,5.49,0,0.0,0,41.96,0.0,5648.01,0,12.5%C,4.75,12.5,0.0,5.49,41.96,26.31578947368421,-0.15044583288973318,0.12410506661663039,No,Yes
483,PUBALI BANK PLC.,2023,6.76,0,0.0,0,46.33,0.0,6949.84,0,"12.5%C,12.5%B",4.81,12.5,12.5,5.915,40.53875,22.739085239085238,-0.15044583288973318,0.12410506661663039,No,Yes
484,PUBALI BANK PLC.,2024,6.74,0,0.0,0,46.08,0.0,7800.87,0,"12.5%C,12.5%B",4.28,12.5,12.5,5.8975,40.32,25.554906542056074,-0.15044583288973318,0.12410506661663039,No,Yes
485,QUEEN SOUTH TEXTILE MILLS LTD.,2020,0.96,0,0.0,0,16.64,0.0,116.23,0,"8%C,8%B",3.33,8.0,8.0,0.8832,15.3088,22.1021021021021,0.7779022198861488,-0.7655688507943992,Yes,No
486,QUEEN SOUTH TEXTILE MILLS LTD.,2021,1.25,0,0.0,0,16.31,0.0,164.16,0,"10%C,10%B",3.25,10.0,10.0,1.125,14.678999999999998,27.692307692307693,0.7779022198861488,-0.7655688507943992,Yes,No
487,QUEEN SOUTH TEXTILE MILLS LTD.,2022,1.64,0,0.0,0,16.04,0.0,235.78,0,"6%C,6%B",2.36,6.0,6.0,1.5415999999999999,15.077599999999999,23.89830508474576,0.7779022198861488,-0.7655688507943992,Yes,No
488,QUEEN SOUTH TEXTILE MILLS LTD.,2023,0.81,0,0.0,0,15.68,0.0,123.86,0,6%C,2.56,6.0,0.0,0.81,15.68,23.4375,0.7779022198861488,-0.7655688507943992,Yes,No
489,QUEEN SOUTH TEXTILE MILLS LTD.,2024,0.3,0,0.0,0,15.71,0.0,46.36,0,2%C,1.43,2.0,0.0,0.3,15.71,13.986013986013987,0.7779022198861488,-0.7655688507943992,Yes,No
490,RAK CERAMICS (BANGLADESH) LIMITED,2020,0.73,0,0.0,0,16.41,0.0,310.65,0,10%C,3.83,10.0,0.0,0.73,16.41,26.10966057441253,0.9395157535772417,0.7602861489175096,Yes,Yes
491,RAK CERAMICS (BANGLADESH) LIMITED,2021,2.12,0,0.0,0,17.53,0.0,905.19,0,12.5%C,2.82,12.5,0.0,2.12,17.53,44.326241134751776,0.9395157535772417,0.7602861489175096,Yes,Yes
492,RAK CERAMICS (BANGLADESH) LIMITED,2022,1.57,0,0.0,0,17.85,0.0,671.59,0,10%C,2.33,10.0,0.0,1.57,17.85,42.91845493562232,0.9395157535772417,0.7602861489175096,Yes,Yes
493,RAK CERAMICS (BANGLADESH) LIMITED,2023,1.44,0,0.0,0,18.29,0.0,618.39,0,10%C,2.33,10.0,0.0,1.44,18.29,42.91845493562232,0.9395157535772417,0.7602861489175096,Yes,Yes
494,RAK CERAMICS (BANGLADESH) LIMITED,2024,-0.06,0,0.0,0,17.23,0.0,-27.33,0,10%C,4.37,10.0,0.0,-0.06,17.23,22.88329519450801,0.9395157535772417,0.7602861489175096,Yes,Yes
