Name,Performance Year,Basic EPS Based On Continuous operations,Basic EPS Based On Including Extra-Ordinary Income,Basic EPS (restated) Based On Continuous operations,Basic EPS (restated) Based On Including Extra-Ordinary Income,Net Asset Value Per Share,Restated Net Asset Value Per Share,Net Profit After Tax Continuous operations (mn),Net Profit After Tax Including Extra-Ordinary Income (mn),% Dividend,% Dividend Yield
IFIC BANK 1ST MUTUAL FUND,2024,-1.79,0,0,0,8.19,0,-325.36,0,,0
IFIC BANK 1ST MUTUAL FUND,2023,-0.22,0,0,0,9.98,0,-40.06,0,,0
IFIC BANK 1ST MUTUAL FUND,2022,0.35,0,0,0,10.9,0,63.73,0,7%C,13.21
IFIC BANK 1ST MUTUAL FUND,2021,2.32,0,0,0,11.48,0,423.49,0,7.5%C,11.36
IFIC BANK 1ST MUTUAL FUND,2020,-1.58,0,0,0,8.97,0,-287.85,0,,0
IFIC BANK PLC,2023,1.64,0,0,0,19.73,0,3005.23,0,5%B,0
IFIC BANK PLC,2022,1.93,0,0,0,18.82,0,3442.37,0,"2.5%C,2.5%B",2.17
IFIC BANK PLC,2021,1.49,0,0,0,17.78,0,2541.22,0,5%B,0
IFIC BANK PLC,2020,0.7,0,0,0,17.18,0,1133,0,5%B,0
IFIC BANK PLC,2019,1.92,0,0,0,18.02,0,2827.73,0,10%B,0
IFIL ISLAMIC MUTUAL FUND-1,2024,0,0,0,0,7.12,0,0,0,,0
IFIL ISLAMIC MUTUAL FUND-1,2023,0.42,0,0,0,9.75,0,41.59,0,3%C,4.69
IFIL ISLAMIC MUTUAL FUND-1,2022,0.39,0,0,0,9.87,0,39.46,0,4%C,6.15
IFIL ISLAMIC MUTUAL FUND-1,2021,0.31,0,0,0,9.5,0,31.48,0,4%C,5.88
IFIL ISLAMIC MUTUAL FUND-1,2020,0.22,0,0,0,6.42,0,21.72,0,4%C,7.14
INDEX AGRO INDUSTRIES LTD.,2024,5.48,0,0,0,82.14,0,259.17,0,25%C,3.91
INDEX AGRO INDUSTRIES LTD.,2023,5.22,0,0,0,77,0,246.65,0,20%C,1.89
INDEX AGRO INDUSTRIES LTD.,2022,5.09,0,0,0,62.93,0,240.59,0,10%C,0.98
INDEX AGRO INDUSTRIES LTD.,2021,5.63,0,0,0,58.27,0,232.58,0,25%C,2.3
INDEX AGRO INDUSTRIES LTD.,2020,6.78,0,5.6,0,51.81,53.34,264.45,0,,0
INDO-BANGLA PHARMACEUTICALS LTD.,2024,-0.35,0,0,0,13.6,0,-40.98,0,0.1C%,0.08
INDO-BANGLA PHARMACEUTICALS LTD.,2023,0.07,0,0,0,13.96,0,8.41,0,,0
INDO-BANGLA PHARMACEUTICALS LTD.,2022,0.22,0,0,0,13.98,0,25.17,0,1%C,0.56
INDO-BANGLA PHARMACEUTICALS LTD.,2021,1.18,0,0,0,14.29,0,134.73,0,"4%C,3%B",2.02
INDO-BANGLA PHARMACEUTICALS LTD.,2020,1.4,0,0,0,13.61,0,156.24,0,"4.5%C,2%B",2.18
INFORMATION SERVICES NETWORK LTD.,2024,0.12,0,0,0,2.96,0,1.34,0,0.50%C,0.12
INFORMATION SERVICES NETWORK LTD.,2023,0.43,0,0,0,2.93,0,4.69,0,1%C,0.18
INFORMATION SERVICES NETWORK LTD.,2022,0.59,0,0,0,3.12,0,6.43,0,3%C,0.56
INFORMATION SERVICES NETWORK LTD.,2021,-8.45,0,0,0,2.47,0,-92.29,0,,0
INFORMATION SERVICES NETWORK LTD.,2020,0.18,0,0,0,12.63,0,1.95,0,1%C,0.3
INTECH LIMITED,2024,0.16,0,0,0,-0.05,0,5.02,0,0.20%C,0.09
INTECH LIMITED,2023,-0.74,0,0,0,-0.21,0,-23.21,0,,0
INTECH LIMITED,2020,0.15,0,0,0,10.7,0,4.63,0,1%C,0.51
INTECH LIMITED,2019,0.39,0,0,0,10.7,0,12.36,0,,0
INTECH LIMITED,2018,1.25,0,0,0,11.44,0,35.33,0,11%B,0
INTERNATIONAL LEASING AND FINANCIAL SERVICES LTD.,2024,-39.01,0,0,0,-212.32,0,-8653.46,0,,0
INTERNATIONAL LEASING AND FINANCIAL SERVICES LTD.,2023,-11.07,0,0,0,-173.31,0,-2454.6,0,,0
INTERNATIONAL LEASING AND FINANCIAL SERVICES LTD.,2022,-8.05,0,0,0,-162.24,0,-1785.15,0,,0
INTERNATIONAL LEASING AND FINANCIAL SERVICES LTD.,2021,-9.26,0,0,0,-154.19,0,-2054.39,0,,0
INTERNATIONAL LEASING AND FINANCIAL SERVICES LTD.,2020,-31.3,0,0,0,-144.93,0,-6942.26,0,,0
INTRACO REFUELING STATION LTD.,2024,0.88,0,0,0,12.39,0,86.44,0,1%C,0.31
INTRACO REFUELING STATION LTD.,2023,1.29,0,0,0,12.46,0,127.12,0,10%C,2.06
INTRACO REFUELING STATION LTD.,2022,1.03,0,0,0,12.21,0,101.61,0,10%C,4
INTRACO REFUELING STATION LTD.,2021,0.81,0,0,0,12.17,0,73.36,0,"2%C,8%B",0.9
INTRACO REFUELING STATION LTD.,2020,0.55,0,0,0,12.28,0,47.43,0,"5%C,5%B",3.94
INVESTMENT CORPORATION OF BANGLADESH,2024,0.38,0,0,0,51.95,0,326.77,0,2%C,0.28
INVESTMENT CORPORATION OF BANGLADESH,2023,0.92,0,0,0,53.34,0,775.83,0,"2.5%C,2.5%B",0.28
INVESTMENT CORPORATION OF BANGLADESH,2022,1.79,0,0,0,55.59,0,1445.77,0,"5%C,5%B",1.08
INVESTMENT CORPORATION OF BANGLADESH,2021,1.43,0,0,0,54.98,0,1153.34,0,11%C,0.94
INVESTMENT CORPORATION OF BANGLADESH,2020,0.74,0,0,0,56.8,0,564.91,0,"5%C,5%B",0.73
IPDC FINANCE PLC.,2023,0.92,0,0,0,18.19,0,342.96,0,"5%C,5%B",0.86
IPDC FINANCE PLC.,2022,2.43,0,0,0,18.33,0,901.02,0,10%C,1.74
IPDC FINANCE PLC.,2021,2.37,0,0,0,17.12,0,881.06,0,12%C,3.11
IPDC FINANCE PLC.,2020,1.9,0,0,0,16.34,0,705.56,0,12%C,4.35
IPDC FINANCE PLC.,2019,1.82,0,0,0,15.78,0,562.47,0,"10%C,5%B",3.91
ISLAMI BANK BANGLADESH PLC.,2023,3.95,0,0,0,45.24,0,6353.32,0,10%C,3.09
ISLAMI BANK BANGLADESH PLC.,2022,3.83,0,0,0,43.21,0,6167,0,10%C,3.03
ISLAMI BANK BANGLADESH PLC.,2021,2.99,0,0,0,40.82,0,4807.55,0,10%C,3.13
ISLAMI BANK BANGLADESH PLC.,2020,2.98,0,0,0,38.89,0,4795.51,0,10%C,3.73
ISLAMI BANK BANGLADESH PLC.,2019,3.4,0,0,0,36.88,0,5480.64,0,10%C,5.24
ISLAMI COMMERCIAL INSURANCE PLC.,2023,1.12,0,0,0,17.12,0,56.54,0,10%C,3.18
ISLAMI COMMERCIAL INSURANCE PLC.,2022,1.03,0,0,0,17.01,0,52.14,0,10%C,3.56
ISLAMI COMMERCIAL INSURANCE PLC.,2021,1.82,0,1.09,0,20.96,12.58,55.37,0,10%C,0
ISLAMI INSURANCE BANGLADESH LIMITED,2023,2.9,0,0,0,20.87,0,119.27,0,15%C,3.52
ISLAMI INSURANCE BANGLADESH LIMITED,2022,3.07,0,0,0,19.18,0,126.35,0,12.5%C,3.19
ISLAMI INSURANCE BANGLADESH LIMITED,2021,3.11,0,0,0,17.51,0,127.92,0,12.5%C,1.92
ISLAMI INSURANCE BANGLADESH LIMITED,2020,2.18,0,0,0,15.89,0,81.55,0,10%B,0
ISLAMI INSURANCE BANGLADESH LIMITED,2019,1.68,0,0,0,14.85,0,59.82,0,"5%C,5%B",2.05
ISLAMIC FINANCE & INVESTMENT PLC.,2023,-1.64,0,0,0,12.42,0,-230.23,0,,0
ISLAMIC FINANCE & INVESTMENT PLC.,2022,0.3,0,0,0,14.56,0,42.14,0,5%C,2.54
ISLAMIC FINANCE & INVESTMENT PLC.,2021,1.32,0,0,0,15.31,0,185.27,0,10.5%C,4.04
ISLAMIC FINANCE & INVESTMENT PLC.,2020,1.54,0,0,0,14.99,0,215.77,0,10%C,5.26
ISLAMIC FINANCE & INVESTMENT PLC.,2019,1.39,0,0,0,14.46,0,195,0,10%C,6.65
IT CONSULTANTS PLC.,2024,2.98,0,0,0,20.75,0,383.48,0,11%C,2.61
IT CONSULTANTS PLC.,2023,2.45,0,0,0,19,0,315.11,0,10%C,2.34
IT CONSULTANTS PLC.,2022,1.87,0,0,0,17.15,0,240.23,0,6%C,1.79
IT CONSULTANTS PLC.,2021,1.54,0,0,0,16.48,0,198.03,0,5%C,1.39
IT CONSULTANTS PLC.,2020,1.21,0,0,0,15.93,0,148.76,0,"5%C,5%B",1.7
JAMUNA BANK PLC.,2024,3.17,0,0,0,24.61,0,2793.29,0,"17.5%C,6.5%B",8.93
JAMUNA BANK PLC.,2023,2.91,0,0,0,24.67,0,2365.93,0,"17.5%C,8.5%B",7.92
JAMUNA BANK PLC.,2022,2.12,0,0,0,26.26,0,1589.11,0,"17.5%C,8.5%B",8.22
JAMUNA BANK PLC.,2021,3.35,0,0,0,28.41,0,2512.47,0,17.5,7.48
JAMUNA BANK PLC.,2020,3.54,0,0,0,32.06,0,2653.63,0,17.5%C,9.94
JAMUNA OIL COMPANY LIMITED,2024,40,0,0,0,228.61,0,4416.74,0,150%C,8.62
JAMUNA OIL COMPANY LIMITED,2023,30.87,0,0,0,205.49,0,3408.62,0,130%C,7.34
JAMUNA OIL COMPANY LIMITED,2022,16.87,0,0,0,189,0,1863.38,0,120%C,6.77
JAMUNA OIL COMPANY LIMITED,2021,18.24,0,0,0,180.84,0,2014.03,0,120%C,7.39
JAMUNA OIL COMPANY LIMITED,2020,18.13,0,0,0,161.4,0,2001.85,0,120%C,8.68
JANATA INSURANCE PLC,2023,1.24,0,0,0,14.69,0,57.9,0,11%C,3.37
JANATA INSURANCE PLC,2022,1.2,0,0,0,14.55,0,56.05,0,11%C,3.85
JANATA INSURANCE PLC,2021,1.21,0,0,0,14.41,0,53.51,0,"6%C,5%B",1.26
JANATA INSURANCE PLC,2020,1.25,0,0,0,14.45,0,52.69,0,"6%C,5%B",1.51
JANATA INSURANCE PLC,2019,1.08,0,0,0,14.22,0,45.86,0,10%C,5.08
JMI HOSPITAL REQUISITE MANUFACTURING LTD.,2024,2.34,0,0,0,33.95,0,293.17,0,10%C,1.43
JMI HOSPITAL REQUISITE MANUFACTURING LTD.,2023,2.41,0,0,0,32.12,0,302.29,0,5%C,0.63
JMI HOSPITAL REQUISITE MANUFACTURING LTD.,2022,3.25,0,0,0,38.84,0,325.02,0,12.5%C,1.52
JMI HOSPITAL REQUISITE MANUFACTURING LTD.,2021,2.5,0,1.8,0,31.49,28.61,225,0,,0
JMI SYRINGES & MEDICAL DEVICES LTD.,2024,1.29,0,0,0,86.66,0,38.88,0,10%C,0.65
JMI SYRINGES & MEDICAL DEVICES LTD.,2023,-4.99,0,0,0,86.37,0,-149.96,0,10%C,0.39
JMI SYRINGES & MEDICAL DEVICES LTD.,2022,4.55,0,0,0,124.25,0,100.6,0,36%B,0
JMI SYRINGES & MEDICAL DEVICES LTD.,2021,4.03,0,0,0,122.7,0,89.11,0,30%C,0.91
JMI SYRINGES & MEDICAL DEVICES LTD.,2020,4.35,0,0,0,121.66,0,96.04,0,30%C,1.04
KATTALI TEXTILE LTD.,2024,-0.84,0,0,0,15.02,0,-98.24,0,0.25%C,0.2
KATTALI TEXTILE LTD.,2023,-0.32,0,0,0,15.86,0,-36.81,0,,0
KATTALI TEXTILE LTD.,2022,0.17,0,0,0,16.18,0,19.52,0,,0
KATTALI TEXTILE LTD.,2021,0.52,0,0,0,16.71,0,60.09,0,10%C,3.23
KATTALI TEXTILE LTD.,2020,1.43,0,0,0,17.63,0,154.48,0,"2%C,8%B",2.15
KAY & QUE (BANGLADESH) LTD.,2024,0.67,0,0,0,96.17,0,4.57,0,"3%C,2%B",0.13
KAY & QUE (BANGLADESH) LTD.,2023,0.32,0,0,0,76.43,0,1.66,0,3%C,0.13
KAY & QUE (BANGLADESH) LTD.,2022,0.59,0,0,0,75.64,0,2.99,0,,0
KAY & QUE (BANGLADESH) LTD.,2021,0.92,0,0,0,76.74,0,4.52,0,5%B,0
KAY & QUE (BANGLADESH) LTD.,2020,0.44,0,0,0,76.79,0,2.17,0,4%C,0.19
KDS ACCESSORIES LIMITED,2024,2.16,0,0,0,27.29,0,153.76,0,"5%C,5%B",1.32
KDS ACCESSORIES LIMITED,2023,2.15,0,0,0,26.13,0,153.25,0,10%C,1.3
KDS ACCESSORIES LIMITED,2022,2.33,0,0,0,25.58,0,165.73,0,16%C,2.67
KDS ACCESSORIES LIMITED,2021,2.2,0,0,0,24.75,0,156.95,0,15%C,3.04
KDS ACCESSORIES LIMITED,2020,2.18,0,0,0,24.99,0,144.68,0,"7.5%C,7.5%B",1.94
KEYA COSMETICS LIMITED,2020,0.21,0,0,0,0.23,0,236.38,0,1%C,3.57
KEYA COSMETICS LIMITED,2019,-12.94,0,0,0,0.02,0,-12968.36,0,,0
KEYA COSMETICS LIMITED,2018,1.21,0,0,0,14.02,0,1211.88,0,10%B,0
KEYA COSMETICS LIMITED,2017,2.01,0,0,0,15.37,0,1675.04,0,20%B,0
KEYA COSMETICS LIMITED,2016,1.87,0,0,0,15.77,0,1325.68,0,18%B,0
KHAN BROTHERS PP WOVEN BAG INDUSTRIES LIMITED,2024,0.01,0,0,0,11.88,0,0.86,0,1%C,0.9
KHAN BROTHERS PP WOVEN BAG INDUSTRIES LIMITED,2023,-0.06,0,0,0,11.87,0,-6.35,0,,0
KHAN BROTHERS PP WOVEN BAG INDUSTRIES LIMITED,2022,-0.18,0,0,0,11.94,0,-18.09,0,2%C,1.47
KHAN BROTHERS PP WOVEN BAG INDUSTRIES LIMITED,2021,-0.15,0,0,0,12.26,0,-14.99,0,,0
KHAN BROTHERS PP WOVEN BAG INDUSTRIES LIMITED,2020,-0.09,0,0,0,12.55,0,-8.77,0,2%C,3.28
KHULNA POWER COMPANY LIMITED,2024,0.15,0,0,0,18.34,0,57.99,0,10%C,3.73
KHULNA POWER COMPANY LIMITED,2023,-1.67,0,0,0,19.19,0,-664.53,0,10%C,3.73
KHULNA POWER COMPANY LIMITED,2022,0.03,0,0,0,21.73,0,13.06,0,10%C,3.68
KHULNA POWER COMPANY LIMITED,2021,0.87,0,0,0,22.07,0,345.33,0,12.5%C,3.38
KHULNA POWER COMPANY LIMITED,2020,3.4,0,0,0,24.6,0,1349.47,0,34%C,7.51
KHULNA PRINTING & PACKAGING LIMITED,2022,-3.1,0,0,0,-1.86,0,-226.31,0,,0
KHULNA PRINTING & PACKAGING LIMITED,2021,-6.12,0,0,0,1.23,0,-447.04,0,,0
KHULNA PRINTING & PACKAGING LIMITED,2020,-0.36,0,0,0,11.91,0,-25.99,0,0.25%C,0.14
KHULNA PRINTING & PACKAGING LIMITED,2019,-2.34,0,0,0,12.33,0,-171.19,0,1%C,0.72
KHULNA PRINTING & PACKAGING LIMITED,2018,-1.22,0,0,0,14.67,0,-89.46,0,,0
KOHINOOR CHEMICAL CO (BD) LTD.,2024,15.12,0,0,0,60.35,0,509.53,0,"50%C,10%B",0.83
KOHINOOR CHEMICAL CO (BD) LTD.,2023,12.31,0,0,0,59.46,0,377.26,0,"40%C,10%B",0.89
KOHINOOR CHEMICAL CO (BD) LTD.,2022,12.41,0,0,0,58.49,0,316.76,0,"20%C,20%B",0.54
KOHINOOR CHEMICAL CO (BD) LTD.,2021,10.54,0,0,0,55.58,0,234,0,"35%C,15%B",0.87
KOHINOOR CHEMICAL CO (BD) LTD.,2020,8.32,0,0,0,49.34,0,167.96,0,"35%C,10%B",0.74
LAFARGEHOLCIM BANGLADESH PLC.,2024,3.29,0,0,0,16.01,0,3819.31,0,38%C,7.1
LAFARGEHOLCIM BANGLADESH PLC.,2023,5.12,0,0,0,19.14,0,5942.09,0,50%C,7.18
LAFARGEHOLCIM BANGLADESH PLC.,2022,3.83,0,0,0,15.25,0,4444.54,0,48%C,7.41
LAFARGEHOLCIM BANGLADESH PLC.,2021,3.34,0,0,0,17.04,0,3881.87,0,25%C,3.52
LAFARGEHOLCIM BANGLADESH PLC.,2020,2.03,0,0,0,0,14.89,2361.41,0,10%C,2.09
LANKABANGLA FINANCE PLC.,2023,0.7,0,0,0,18.82,0,377.51,0,10%C,3.83
LANKABANGLA FINANCE PLC.,2022,1.21,0,0,0,20.02,0,649.81,0,10%C,3.85
LANKABANGLA FINANCE PLC.,2021,2.38,0,0,0,19.82,0,1280.55,0,10%C,2.68
LANKABANGLA FINANCE PLC.,2020,1.81,0,0,0,18.73,0,974.09,0,12%C,3.82
LANKABANGLA FINANCE PLC.,2019,1.43,0,0,0,18.48,0,736.01,0,"7%C,5%B",3.89
LEGACY FOOTWEAR LIMITED,2024,0.07,0,0,0,11.23,0,3.07,0,1%C,0.15
LEGACY FOOTWEAR LIMITED,2023,0.23,0,0,0,11.19,0,3.34,0,0.50%,0.05
LEGACY FOOTWEAR LIMITED,2022,-0.86,0,0,0,9.83,0,-11.2,0,,0
LEGACY FOOTWEAR LIMITED,2021,0.4,0,0,0,10.83,0,5.2,0,1%C,0.17
LEGACY FOOTWEAR LIMITED,2020,-7.37,0,0,0,10.43,0,-96.41,0,,0
LIBRA INFUSIONS LIMITED,2021,0.15,0,0,0,1261,0,0.23,0,"30%C,50%B",0
LIBRA INFUSIONS LIMITED,2020,-7.78,0,0,0,1261,0,-11.69,0,5%C,0
LIBRA INFUSIONS LIMITED,2019,1.05,0,0,0,1269,0,1.58,0,5%C,0.06
LIBRA INFUSIONS LIMITED,2018,5.01,0,0,0,1593.47,0,6.27,0,20%B,0
LIBRA INFUSIONS LIMITED,2017,4.86,0,0,0,1577.96,0,6.09,0,30%C,0.57
LINDE BANGLADESH LIMITED,2024,421.94,0,0,0,229.28,0,6421.2,0,4500%C,45.21
LINDE BANGLADESH LIMITED,2023,34.54,0,0,0,386.8,0,525.68,0,1540%C,10.86
LINDE BANGLADESH LIMITED,2022,58.04,0,0,0,397.39,0,883.23,0,420%C,3
LINDE BANGLADESH LIMITED,2021,80.54,0,0,0,379.52,0,1225.71,0,550%C,3.48
LINDE BANGLADESH LIMITED,2020,70.54,0,0,0,355.71,0,1073.54,0,400%C,3.12
LR GLOBAL BANGLADESH MF ONE,2023,0.29,0,0,0,10.47,0,89.95,0,3%C,4.62
LR GLOBAL BANGLADESH MF ONE,2022,0.63,0,0,0,10.98,0,195.15,0,6%C,8.82
LR GLOBAL BANGLADESH MF ONE,2021,1.74,0,0,0,13.47,0,540.99,0,15.1%C,16.78
LR GLOBAL BANGLADESH MF ONE,2020,-0.26,0,0,0,10.6,0,-82.02,0,,0
LR GLOBAL BANGLADESH MF ONE,2019,0.42,0,0,0,10.59,0,132.1,0,4%C,5.33
LUB-RREF (BANGLADESH) LTD.,2024,-0.74,0,0,0,37.42,0,-107.46,0,1%C,0.57
LUB-RREF (BANGLADESH) LTD.,2023,1.41,0,0,0,38.36,0,204.71,0,2%C,0.56
LUB-RREF (BANGLADESH) LTD.,2022,2.13,0,0,0,37.95,0,310.09,0,10%C,2.39
LUB-RREF (BANGLADESH) LTD.,2021,3.41,0,0,0,36.45,0,394.38,0,10%C,2.07
LUB-RREF (BANGLADESH) LTD.,2020,2.56,0,1.76,0,34.5,34.08,256.28,0,,0
M.L. DYEING LTD.,2024,0.14,0,0,0,13.28,0,31.78,0,,0
M.L. DYEING LTD.,2023,0.19,0,0,0,13.34,0,45.26,0,2%C,0.78
M.L. DYEING LTD.,2022,0.43,0,0,0,15.18,0,100.11,0,10%C,4.31
M.L. DYEING LTD.,2021,0.62,0,0,0,15.75,0,143.54,0,10%C,3.44
M.L. DYEING LTD.,2020,0.91,0,0,0,16.39,0,201.29,0,"5%C,5%B",1
MAGURA MULTIPLEX PLC.,2024,2.52,0,0,0,72.59,0,74.57,0,14%C,1.12
MAGURA MULTIPLEX PLC.,2023,4.71,0,0,0,35.5,0,49.23,0,"12%C,8%B",0.44
MAGURA MULTIPLEX PLC.,2022,4.62,0,0,0,31.59,0,48.23,0,8%C,0.44
MAGURA MULTIPLEX PLC.,2021,1.34,0,0,0,27.97,0,14,0,10%C,1.68
MAGURA MULTIPLEX PLC.,2020,7.1,0,6.39,0,83.95,75.63,23.84,0,"11%C,11%B",9.17
MAKSONS SPINNING MILLS PLC.,2023,-3.93,0,0,0,16.11,0,-937.24,0,,0
MAKSONS SPINNING MILLS PLC.,2022,2.11,0,0,0,21.05,0,503.29,0,10%C,4.15
MAKSONS SPINNING MILLS PLC.,2021,2.07,0,0,0,20.09,0,494.32,0,11%C,5.61
MAKSONS SPINNING MILLS PLC.,2020,-0.37,0,0,0,18.2,0,-88.18,0,2%C,3.92
MAKSONS SPINNING MILLS PLC.,2019,0.12,0,0,0,18.72,0,29.25,0,2%C,3.08
MALEK SPINNING MILLS PLC.,2024,7.38,0,0,0,53.74,0,1429.47,0,10%C,3.16
MALEK SPINNING MILLS PLC.,2023,-1.14,0,0,0,46.77,0,-219.99,0,,0
MALEK SPINNING MILLS PLC.,2022,3.72,0,0,0,48.91,0,720.72,0,10%C,3.45
MALEK SPINNING MILLS PLC.,2021,3.36,0,0,0,46.27,0,651.15,0,10%C,3.21
MALEK SPINNING MILLS PLC.,2020,-1.68,0,0,0,42.9,0,-326.12,0,,0
MARICO BANGLADESH LIMITED,2024,146.23,0,0,0,260.64,0,4606.32,0,200%C,0.82
MARICO BANGLADESH LIMITED,2023,122.93,0,0,0,113.85,0,3872.41,0,750%C,3.15
MARICO BANGLADESH LIMITED,2022,112.82,0,0,0,85.37,0,3553.86,0,800%C,3.4
MARICO BANGLADESH LIMITED,2021,98.69,0,0,0,51.95,0,3108.68,0,900%C,4.33
MARICO BANGLADESH LIMITED,2020,84.01,0,0,0,44.05,0,2646.24,0,950%C,5.68
MATIN SPINNING MILLS PLC,2024,2.04,0,0,0,57.68,0,198.93,0,50%C,11.06
MATIN SPINNING MILLS PLC,2023,4.38,0,0,0,60.04,0,427.14,0,40%C,5.15
MATIN SPINNING MILLS PLC,2022,10.79,0,0,0,60.63,0,1051.76,0,50%C,7.35
MATIN SPINNING MILLS PLC,2021,6.31,0,0,0,53.84,0,615.48,0,40%C,7.5
MATIN SPINNING MILLS PLC,2020,2.16,0,0,0,49.29,0,210.21,0,18%C,5.49
MBL 1ST MUTUAL FUND,2023,0.42,0,0,0,10.47,0,41.76,0,4.25%C,6.44
MBL 1ST MUTUAL FUND,2022,1,0,0,0,11.83,0,100.26,0,10%C,12.5
MBL 1ST MUTUAL FUND,2021,1.95,0,0,0,11.89,0,195.43,0,11.5%C,15.97
MBL 1ST MUTUAL FUND,2020,-0.97,0,0,0,9.22,0,-96.69,0,,0
MBL 1ST MUTUAL FUND,2019,0.83,0,0,0,11.71,0,82.65,0,8%C,11.43
MEGHNA CEMENT MILLS PLC.,2024,-7.16,0,0,0,37.64,0,-226.14,0,,0
MEGHNA CEMENT MILLS PLC.,2023,0.57,0,0,0,50.58,0,17.23,0,"5%C,5%B",0.68
MEGHNA CEMENT MILLS PLC.,2022,1.95,0,0,0,57.9,0,55.82,0,"5%C, 5%B",0.72
MEGHNA CEMENT MILLS PLC.,2021,2.73,0,0,0,70.14,0,74.38,0,"5%C,5%B",0.68
MEGHNA CEMENT MILLS PLC.,2020,2.08,0,0,0,32.73,0,54.08,0,"5%C,5%B",0.69
MEGHNA INSURANCE COMPANY LTD.,2023,1.29,0,0,0,14.6,0,51.54,0,10%C,2.67
MEGHNA INSURANCE COMPANY LTD.,2022,1.32,0,0,0,17.21,0,44.07,0,10%C,2.34
MEGHNA INSURANCE COMPANY LTD.,2021,0.94,0,0,0,17.88,0,20.33,0,3%C,0
MEGHNA INSURANCE COMPANY LTD.,2020,0.95,0,0.19,0,26.04,9.17,7.58,0,,0
MEGHNA LIFE INSURANCE PLC,2023,0,0,0,0,0,0,0,0,15%C,1.84
MEGHNA LIFE INSURANCE PLC,2022,0,0,0,0,0,0,0,0,20%C,3.11
MEGHNA LIFE INSURANCE PLC,2021,0,0,0,0,0,0,0,0,"15%C,10%B",2.11
MEGHNA LIFE INSURANCE PLC,2020,0,0,0,0,0,0,0,0,"15%C,15%B",2.38
MEGHNA LIFE INSURANCE PLC,2019,0,0,0,0,0,0,0,0,20%C,3.87
MEGHNA PETROLEUM LIMITED,2024,50.11,0,0,0,234.12,0,5422.97,0,170%C,8.58
MEGHNA PETROLEUM LIMITED,2023,40.86,0,0,0,200.01,0,4421.4,0,160%C,7.83
MEGHNA PETROLEUM LIMITED,2022,29.25,0,0,0,174.15,0,3165.35,0,150%C,7.4
MEGHNA PETROLEUM LIMITED,2021,26.07,0,0,0,159.9,0,2821.41,0,150%C,8.21
MEGHNA PETROLEUM LIMITED,2020,28.45,0,0,0,148.21,0,3079.18,0,150%C,9.51
MERCANTILE BANK PLC.,2024,0.58,0,0,0,23.75,0,646.79,0,,0
MERCANTILE BANK PLC.,2023,1.86,0,0,0,23.91,0,2058.22,0,10%C,7.41
MERCANTILE BANK PLC.,2022,2.17,0,0,0,23.71,0,2350.4,0,"10%C,2%B",7.35
MERCANTILE BANK PLC.,2021,3.46,0,0,0,23.91,0,3579.25,0,"12.5%C,5%B",7.31
MERCANTILE BANK PLC.,2020,2.26,0,0,0,22.61,0,2228.26,0,"10%C,5%B",7.87
MERCANTILE ISLAMI INSURANCE PLC,2024,1.94,0,0,0,19.24,0,83.63,0,10%C,4
MERCANTILE ISLAMI INSURANCE PLC,2023,1.15,0,0,0,19.75,0,49.76,0,10%C,2.86
MERCANTILE ISLAMI INSURANCE PLC,2021,2.08,0,0,0,20.38,0,89.49,0,10%C,2
MERCANTILE ISLAMI INSURANCE PLC,2020,1.68,0,0,0,19.05,0,72.54,0,10%C,2.19
MERCANTILE ISLAMI INSURANCE PLC,2019,1.43,0,0,0,18.3,0,61.66,0,7%C,2.14
METRO SPINNING LIMITED,2024,-7.48,0,0,0,7.07,0,-461.34,0,,0
METRO SPINNING LIMITED,2023,-3.12,0,0,0,16.87,0,-192.4,0,,0
METRO SPINNING LIMITED,2022,1.38,0,0,0,20.65,0,85.05,0,3%C,1.08
METRO SPINNING LIMITED,2020,0.08,0,0,0,14.53,0,4.74,0,2%C,2.35
METRO SPINNING LIMITED,2019,0.21,0,0,0,14.88,0,12.93,0,2%C,2.56
MIDAS FINANCING PLC.,2024,-2.24,0,0,0,4.73,0,-321.95,0,,0
MIDAS FINANCING PLC.,2023,-4.66,0,0,0,6.79,0,-671.24,0,,0
MIDAS FINANCING PLC.,2022,0.06,0,0,0,11.6,0,8.6,0,1.5%C,1.27
MIDAS FINANCING PLC.,2021,0.59,0,0,0,11.76,0,84.43,0,"1%C,1%B",0.56
MIDAS FINANCING PLC.,2020,0.83,0,0,0,11.69,0,115.29,0,"2.5%C,2.5%B",1.36
MIDLAND BANK PLC.,2024,1.27,0,0,0,15.12,0,814.12,0,"3%C,3%B",0.96
MIDLAND BANK PLC.,2023,1.77,0,0,0,14.31,0,1133.11,0,5%C,3.52
MIDLAND BANK PLC.,2022,0.99,0,0,0,13.42,0,561.97,0,5%C,0
MIDLAND BANK PLC.,2021,0.9,0,0.8,0,13,12.67,514.02,0,5%C,0
MIR AKHTER HOSSAIN LTD.,2024,2.49,0,0,0,50.99,0,300.42,0,10%C,2.54
MIR AKHTER HOSSAIN LTD.,2023,3.31,0,0,0,49.81,0,400.06,0,12.5%C,2.35
MIR AKHTER HOSSAIN LTD.,2022,2.93,0,0,0,47.68,0,353.8,0,12.5%C,2.31
MIR AKHTER HOSSAIN LTD.,2021,4.21,0,3.8,0,50.86,46,459.45,0,12.5%C,1.52
